Process,Species,Covariate,Mean,SD,2.5CI,50CI,97.5CI,Rhat,ESS,5.0CI,95.0CI,Migratory,Sig
Occupancy,PurpleMartin,hydro,0.1989,0.2071,-0.2182,0.2029,0.6017,1.0015,1200,-0.1322,0.5372,NE,NO
Occupancy,Rose-breastedGrosbeak,hydro,0.2347,0.1787,-0.1137,0.2335,0.5857,1.0054,1200,-0.066,0.5363,NE,NO
Occupancy,Ring-billedGull,hydro,0.1737,0.1894,-0.217,0.1711,0.5151,1.0048,1200,-0.1508,0.4707,R,NO
Occupancy,Red-breastedNuthatch,hydro,0.2302,0.2097,-0.1907,0.2247,0.6576,1.0004,1200,-0.1029,0.5812,M,NO
Occupancy,Red-belliedWoodpecker,hydro,0.2319,0.2012,-0.1619,0.2288,0.6325,0.9991,1200,-0.0955,0.5642,R,NO
Occupancy,Red-eyedVireo,hydro,0.1746,0.1922,-0.2013,0.1708,0.5603,1.0043,1200,-0.1317,0.4894,NE,NO
Occupancy,Red-headedWoodpecker,hydro,0.1419,0.2013,-0.2753,0.1429,0.5274,1.0016,1248,-0.1865,0.4674,R,NO
Occupancy,RockPigeon,hydro,0.1458,0.2129,-0.2816,0.159,0.5418,1.013,1200,-0.21,0.4761,R,NO
Occupancy,Red-shoulderedHawk,hydro,0.1729,0.2201,-0.2766,0.171,0.6143,1.0004,1200,-0.1936,0.5296,R,NO
Occupancy,Red-tailedHawk,hydro,0.0917,0.2028,-0.3257,0.0997,0.4589,1.0126,1090,-0.2578,0.4103,R,NO
Occupancy,Ruby-throatedHummingbird,hydro,0.2074,0.2144,-0.2081,0.2153,0.6223,1.0032,592,-0.1397,0.5508,NE,NO
Occupancy,Red-wingedBlackbird,hydro,0.1501,0.1584,-0.175,0.1541,0.4636,0.9994,1200,-0.1113,0.4095,M,NO
Occupancy,SavannahSparrow,hydro,0.1585,0.2203,-0.2973,0.1607,0.5909,1.0249,1200,-0.2074,0.5039,M,NO
Occupancy,ScarletTanager,hydro,0.232,0.1847,-0.1377,0.2277,0.584,1.0008,1200,-0.0683,0.5305,NE,NO
Occupancy,SongSparrow,hydro,0.44,0.167,0.1295,0.4341,0.7854,1.0088,1200,0.1783,0.7316,R,YES
Occupancy,SwampSparrow,hydro,0.2662,0.1893,-0.0996,0.2658,0.647,1.0087,1311,-0.0396,0.5726,M,NO
Occupancy,TreeSwallow,hydro,0.2413,0.193,-0.1275,0.2407,0.6373,1.0036,1200,-0.0743,0.5681,M,NO
Occupancy,TuftedTitmouse,hydro,0.3132,0.2092,-0.0666,0.3007,0.7614,1.0001,1200,-0.003,0.6692,R,NO
Occupancy,TurkeyVulture,hydro,0.1966,0.2126,-0.2111,0.187,0.6219,1.0387,1200,-0.1498,0.5601,M,NO
Occupancy,Veery,hydro,0.1833,0.1894,-0.1906,0.1875,0.554,1.0002,1200,-0.1406,0.4756,NE,NO
Occupancy,VirginiaRail,hydro,0.2029,0.2109,-0.2254,0.2022,0.5978,1.0083,1200,-0.1465,0.5406,M,NO
Occupancy,WarblingVireo,hydro,0.3372,0.1727,-0.0011,0.3365,0.6814,1.0021,1200,0.0562,0.621,NE,NO
Occupancy,White-breastedNuthatch,hydro,0.2639,0.2023,-0.1288,0.2614,0.6739,1.0088,1200,-0.0607,0.6035,R,NO
Occupancy,White-eyedVireo,hydro,0.2676,0.2111,-0.1483,0.2662,0.6984,1.0074,1035,-0.078,0.6162,NE,NO
Occupancy,WillowFlycatcher,hydro,0.2288,0.1863,-0.131,0.2186,0.6171,1.0009,922,-0.0637,0.5473,NE,NO
Occupancy,WildTurkey,hydro,0.1859,0.2115,-0.2245,0.1885,0.6147,1.0017,1200,-0.1615,0.5194,R,NO
Occupancy,WinterWren,hydro,0.2023,0.2153,-0.2188,0.2103,0.6041,1.0078,1162,-0.1393,0.5529,M,NO
Occupancy,WoodDuck,hydro,0.2696,0.2036,-0.0974,0.2616,0.6709,1.0004,1187,-0.0614,0.6145,M,NO
Occupancy,WoodThrush,hydro,0.0881,0.178,-0.2642,0.0902,0.4473,1.0004,1200,-0.1971,0.3827,NE,NO
Occupancy,Yellow-billedCuckoo,hydro,0.2515,0.2063,-0.1439,0.25,0.6881,1.0035,1200,-0.0923,0.6112,NE,NO
Occupancy,YellowWarbler,hydro,0.2212,0.1779,-0.1232,0.22,0.5793,1.0022,1043,-0.0751,0.5011,NE,NO
Occupancy,Yellow-throatedVireo,hydro,0.2588,0.2003,-0.1257,0.259,0.6439,1.029,950,-0.0614,0.5893,NE,NO
Occupancy,Yellow-throatedWarbler,hydro,0.2197,0.1961,-0.1843,0.2211,0.6056,0.9992,1078,-0.1233,0.5263,NE,NO
Occupancy,AcadianFlycatcher,subcanopy,-0.1797,0.1537,-0.4902,-0.1774,0.1075,0.9995,1200,-0.4494,0.0609,NE,NO
Occupancy,AlderFlycatcher,subcanopy,-0.0276,0.2219,-0.462,-0.0176,0.3917,1.0002,1200,-0.3908,0.3351,NE,NO
Occupancy,AmericanCrow,subcanopy,0.0118,0.1706,-0.2984,0.0105,0.345,1.0011,1200,-0.2534,0.2892,R,NO
Occupancy,AmericanGoldfinch,subcanopy,-0.0167,0.2146,-0.4308,-0.0164,0.3978,1.0019,1200,-0.3823,0.3343,M,NO
Occupancy,AmericanKestrel,subcanopy,-0.0663,0.2273,-0.5279,-0.0679,0.3583,1.0083,1114,-0.4058,0.2951,R,NO
Occupancy,AmericanRedstart,subcanopy,-0.0774,0.1983,-0.494,-0.0696,0.29,1.0073,1489,-0.4143,0.2358,NE,NO
Occupancy,AmericanRobin,subcanopy,-0.0493,0.1694,-0.3786,-0.0544,0.2981,1.0013,1200,-0.3349,0.2265,M,NO
Occupancy,AmericanWoodcock,subcanopy,-0.025,0.216,-0.4542,-0.0217,0.4068,1.0002,1200,-0.3765,0.3434,M,NO
Occupancy,BarredOwl,subcanopy,-0.0951,0.2207,-0.557,-0.0884,0.3307,1.0021,1478,-0.4686,0.2545,R,NO
Occupancy,BaldEagle,subcanopy,0.0517,0.2228,-0.3744,0.0507,0.5156,1.0084,1200,-0.3153,0.4308,R,NO
Occupancy,BankSwallow,subcanopy,-0.0687,0.2247,-0.5167,-0.0637,0.3621,1.0074,1200,-0.4221,0.2977,NE,NO
Occupancy,BaltimoreOriole,subcanopy,-0.0343,0.1714,-0.3827,-0.0358,0.309,1.0103,1200,-0.3165,0.2471,NE,NO
Occupancy,BarnSwallow,subcanopy,-0.0844,0.2189,-0.5378,-0.0783,0.3228,1.0098,1200,-0.4636,0.2708,NE,NO
Occupancy,Black-cappedChickadee,subcanopy,0.0542,0.2213,-0.3517,0.0437,0.5198,1.0107,1200,-0.2774,0.4253,R,NO
Occupancy,BeltedKingfisher,subcanopy,0.1489,0.1998,-0.2345,0.1423,0.5583,1.0022,1200,-0.1662,0.4756,R,NO
Occupancy,Blue-grayGnatcatcher,subcanopy,-0.0579,0.1845,-0.4109,-0.058,0.2925,1.0024,1200,-0.356,0.2492,M,NO
Occupancy,Brown-headedCowbird,subcanopy,0.1484,0.1928,-0.197,0.1324,0.5648,0.9992,1200,-0.144,0.4879,M,NO
Occupancy,Blue-headedVireo,subcanopy,0.01,0.2202,-0.4164,0.0097,0.4546,1.001,1200,-0.3554,0.3736,NE,NO
Occupancy,BlueJay,subcanopy,-0.1454,0.195,-0.5325,-0.1502,0.25,1.0015,1200,-0.4634,0.1838,M,NO
Occupancy,Bobolink,subcanopy,-0.0366,0.2325,-0.4957,-0.042,0.4412,1.0077,1336,-0.4122,0.3587,NE,NO
Occupancy,BrownCreeper,subcanopy,0.0897,0.1942,-0.2724,0.0778,0.4965,1.0025,1200,-0.216,0.4279,M,NO
Occupancy,BrownThrasher,subcanopy,-0.1,0.2338,-0.57,-0.0954,0.3553,1.0008,1109,-0.4798,0.2723,M,NO
Occupancy,Black-throatedGreenWarbler,subcanopy,-0.0277,0.2293,-0.4891,-0.0223,0.4168,1.0162,1200,-0.3996,0.3464,NE,NO
Occupancy,Broad-wingedHawk,subcanopy,0.0588,0.2189,-0.3651,0.0577,0.5078,1.0118,1200,-0.292,0.4174,NE,NO
Occupancy,Blue-wingedWarbler,subcanopy,-0.0965,0.2152,-0.5227,-0.0975,0.3332,1.0028,1200,-0.4395,0.25,NE,NO
Occupancy,CanadaGoose,subcanopy,0.0468,0.221,-0.3671,0.0346,0.509,0.9993,1200,-0.3092,0.4228,R,NO
Occupancy,CarolinaWren,subcanopy,0.1038,0.1837,-0.2397,0.0988,0.4772,1.0061,1200,-0.1796,0.413,R,NO
Occupancy,CedarWaxwing,subcanopy,-0.092,0.1736,-0.4483,-0.0891,0.2385,1.0074,1200,-0.3869,0.2022,M,NO
Occupancy,CeruleanWarbler,subcanopy,-0.0491,0.2227,-0.4755,-0.0416,0.3975,1.0049,1200,-0.4024,0.3138,NE,NO
Occupancy,ChippingSparrow,subcanopy,-0.1371,0.1839,-0.4998,-0.141,0.2324,1.0162,1200,-0.4437,0.1737,M,NO
Occupancy,ChimneySwift,subcanopy,-0.023,0.197,-0.4238,-0.0253,0.372,1.0005,1200,-0.3463,0.302,NE,NO
Occupancy,CliffSwallow,subcanopy,-0.0683,0.2278,-0.4935,-0.0696,0.3773,1.0011,1200,-0.4293,0.3113,NE,NO
Occupancy,CommonGrackle,subcanopy,-0.0541,0.1821,-0.4069,-0.056,0.3115,1.0086,1386,-0.3533,0.2291,M,NO
Occupancy,Cooper'sHawk,subcanopy,-0.1648,0.2146,-0.5918,-0.16,0.2334,1.0124,1200,-0.5301,0.1745,M,NO
Occupancy,CommonYellowthroat,subcanopy,-0.0988,0.1646,-0.4215,-0.0935,0.205,1.0029,1200,-0.3782,0.1627,NE,NO
Occupancy,Dark-eyedJunco,subcanopy,-0.0093,0.176,-0.3652,-0.0076,0.3271,1.0032,1200,-0.3032,0.2734,R,NO
Occupancy,DownyWoodpecker,subcanopy,0.1032,0.2147,-0.2807,0.097,0.5547,1.0044,1200,-0.2252,0.4768,R,NO
Occupancy,EasternBluebird,subcanopy,-0.1227,0.2071,-0.5588,-0.1127,0.263,0.9997,1200,-0.4689,0.2042,M,NO
Occupancy,EasternKingbird,subcanopy,-0.1541,0.2158,-0.6016,-0.148,0.247,1.0037,1320,-0.5255,0.1804,NE,NO
Occupancy,EasternMeadowlark,subcanopy,-0.0843,0.225,-0.5421,-0.078,0.3717,1.0094,1200,-0.4726,0.2739,M,NO
Occupancy,EasternPhoebe,subcanopy,0.0022,0.1791,-0.3393,-0.0018,0.3619,1.0075,1270,-0.2857,0.3014,M,NO
Occupancy,EasternTowhee,subcanopy,-0.0434,0.1847,-0.4072,-0.0455,0.3325,1.0017,1200,-0.3332,0.2597,M,NO
Occupancy,EasternWood-Pewee,subcanopy,0.0439,0.2093,-0.3406,0.0244,0.4888,1.0017,1200,-0.2816,0.4054,NE,NO
Occupancy,EuropeanStarling,subcanopy,-0.1205,0.19,-0.5235,-0.1161,0.2348,1.0023,1235,-0.4416,0.1834,R,NO
Occupancy,FieldSparrow,subcanopy,-0.132,0.2091,-0.5922,-0.1185,0.2467,1.0011,1200,-0.5098,0.1975,M,NO
Occupancy,GreatBlueHeron,subcanopy,0.0124,0.199,-0.3587,0.0054,0.409,1.0074,1200,-0.3118,0.3496,M,NO
Occupancy,GreatCrestedFlycatcher,subcanopy,-0.0181,0.2274,-0.4402,-0.0268,0.4489,1.0136,1321,-0.3895,0.3573,NE,NO
Occupancy,GreatHornedOwl,subcanopy,-0.0579,0.2306,-0.5291,-0.0576,0.3968,1.0092,1084,-0.4357,0.3092,R,NO
Occupancy,GrayCatbird,subcanopy,0.0689,0.1541,-0.2179,0.0644,0.3746,1.0072,1058,-0.1782,0.3256,M,NO
Occupancy,GreenHeron,subcanopy,-0.0718,0.2277,-0.5166,-0.0682,0.3719,1.0016,1200,-0.4556,0.2911,M,NO
Occupancy,HairyWoodpecker,subcanopy,0.1487,0.229,-0.2695,0.1412,0.6069,1.0072,1200,-0.2059,0.5326,R,NO
Occupancy,HerringGull,subcanopy,0.1088,0.2221,-0.3017,0.0958,0.559,1.0012,1200,-0.2336,0.4821,R,NO
Occupancy,HermitThrush,subcanopy,-0.046,0.2184,-0.4907,-0.0449,0.3702,1.0022,1321,-0.4138,0.3111,NE,NO
Occupancy,HouseFinch,subcanopy,-0.0044,0.2022,-0.4004,-0.0122,0.3874,1.0042,1089,-0.3292,0.3208,R,NO
Occupancy,HouseSparrow,subcanopy,-0.0678,0.1837,-0.4252,-0.0642,0.2935,1.0081,1200,-0.3736,0.2274,R,NO
Occupancy,HoodedWarbler,subcanopy,-0.0303,0.1576,-0.3309,-0.0337,0.2927,1.0011,1200,-0.2892,0.2306,NE,NO
Occupancy,HouseWren,subcanopy,-0.0913,0.1487,-0.3867,-0.0877,0.1954,1.0106,1308,-0.3441,0.1574,M,NO
Occupancy,IndigoBunting,subcanopy,-0.0563,0.1492,-0.3512,-0.055,0.2329,1.0107,1200,-0.3029,0.1923,NE,NO
Occupancy,Killdeer,subcanopy,-0.0642,0.213,-0.5058,-0.0604,0.3413,1.0006,1200,-0.4281,0.283,M,NO
Occupancy,LouisianaWaterthrush,subcanopy,0.1431,0.195,-0.2241,0.1345,0.5263,1.0007,925,-0.1657,0.4725,NE,NO
Occupancy,Mallard,subcanopy,-0.0888,0.2138,-0.5226,-0.0814,0.3132,1.0099,1200,-0.4464,0.2488,M,NO
Occupancy,MourningDove,subcanopy,-0.1607,0.2005,-0.5822,-0.1532,0.2179,1.0032,1200,-0.5298,0.1655,M,NO
Occupancy,NorthernCardinal,subcanopy,0.0009,0.1998,-0.4012,-0.0089,0.4149,1.0021,1200,-0.3235,0.3388,R,NO
Occupancy,NorthernFlicker,subcanopy,-0.0523,0.2066,-0.4552,-0.0551,0.3824,1.003,1200,-0.3891,0.2902,M,NO
Occupancy,NorthernParula,subcanopy,0.0082,0.2199,-0.4177,0.0049,0.4876,1.0019,1200,-0.3351,0.3734,M,NO
Occupancy,NorthernRough-wingedSwallow,subcanopy,0.0101,0.1999,-0.3932,0.0167,0.4019,1.0006,1200,-0.3168,0.3403,M,NO
Occupancy,OrchardOriole,subcanopy,-0.0788,0.2112,-0.5037,-0.0762,0.329,1.0238,1200,-0.4353,0.2629,NE,NO
Occupancy,Ovenbird,subcanopy,-0.0022,0.1817,-0.3595,-0.0023,0.3749,1.0336,1200,-0.2955,0.301,NE,NO
Occupancy,PileatedWoodpecker,subcanopy,-0.0327,0.214,-0.4523,-0.0334,0.4107,1.0012,1371,-0.3752,0.3109,R,NO
Occupancy,PurpleFinch,subcanopy,-0.0542,0.2207,-0.4872,-0.0547,0.3998,1.0108,1200,-0.4179,0.3142,M,NO
Occupancy,PurpleMartin,subcanopy,-0.0324,0.2352,-0.5107,-0.0301,0.436,1.0012,1200,-0.4241,0.3528,NE,NO
Occupancy,Rose-breastedGrosbeak,subcanopy,-0.117,0.1974,-0.5321,-0.1077,0.2419,0.9994,1200,-0.4605,0.1846,NE,NO
Occupancy,Ring-billedGull,subcanopy,0.0945,0.1999,-0.2793,0.0933,0.4976,1.0063,1200,-0.2235,0.4238,R,NO
Occupancy,Red-breastedNuthatch,subcanopy,-0.0668,0.2346,-0.544,-0.0603,0.3815,0.9996,1407,-0.4737,0.2971,M,NO
Occupancy,Red-belliedWoodpecker,subcanopy,-0.0185,0.2115,-0.4123,-0.0243,0.406,1.0053,1200,-0.3483,0.3339,R,NO
Occupancy,Red-eyedVireo,subcanopy,0.0959,0.2041,-0.2742,0.0899,0.5152,1.0065,1200,-0.2243,0.4397,NE,NO
Occupancy,Red-headedWoodpecker,subcanopy,0.0514,0.2126,-0.3686,0.044,0.4729,0.9993,1200,-0.2823,0.3976,R,NO
Occupancy,RockPigeon,subcanopy,-0.0971,0.2182,-0.5498,-0.0947,0.3288,0.9998,1200,-0.4652,0.2495,R,NO
Occupancy,Red-shoulderedHawk,subcanopy,-0.132,0.225,-0.5958,-0.1241,0.3025,1.0062,1200,-0.4989,0.242,R,NO
Occupancy,Red-tailedHawk,subcanopy,-0.0993,0.2192,-0.5948,-0.0859,0.321,1.0009,1262,-0.466,0.249,R,NO
Occupancy,Ruby-throatedHummingbird,subcanopy,0.0236,0.233,-0.418,0.0158,0.521,1.0051,1050,-0.3338,0.4287,NE,NO
Occupancy,Red-wingedBlackbird,subcanopy,-0.3538,0.1988,-0.7722,-0.3414,0.0115,1.0016,1200,-0.6899,-0.0457,M,NO
Occupancy,SavannahSparrow,subcanopy,-0.0629,0.2313,-0.5194,-0.0613,0.3762,1.0064,1200,-0.4401,0.3107,M,NO
Occupancy,ScarletTanager,subcanopy,-0.0374,0.2079,-0.4369,-0.0517,0.3756,1.0087,1306,-0.3628,0.3079,NE,NO
Occupancy,SongSparrow,subcanopy,-0.1569,0.1517,-0.4589,-0.1549,0.1417,0.9999,1200,-0.4073,0.092,R,NO
Occupancy,SwampSparrow,subcanopy,-0.0313,0.214,-0.4645,-0.0294,0.3887,1.0125,1200,-0.389,0.3312,M,NO
Occupancy,TreeSwallow,subcanopy,-0.0746,0.2129,-0.4931,-0.0685,0.338,1.0103,1467,-0.412,0.2681,M,NO
Occupancy,TuftedTitmouse,subcanopy,-0.1759,0.2276,-0.6121,-0.1775,0.28,1.01,1200,-0.5461,0.1928,R,NO
Occupancy,TurkeyVulture,subcanopy,-0.1717,0.2241,-0.6544,-0.156,0.2386,1.0013,1121,-0.5667,0.1636,M,NO
Occupancy,Veery,subcanopy,0.1131,0.1965,-0.2427,0.0967,0.5337,1.0028,1200,-0.197,0.4356,NE,NO
Occupancy,VirginiaRail,subcanopy,-0.0262,0.2265,-0.4787,-0.0253,0.4498,1.0005,1200,-0.3953,0.3419,M,NO
Occupancy,WarblingVireo,subcanopy,-0.0679,0.1799,-0.438,-0.0666,0.2763,1.0013,1200,-0.373,0.2292,NE,NO
Occupancy,White-breastedNuthatch,subcanopy,0.0808,0.2305,-0.3439,0.0693,0.5781,1.0107,1200,-0.2723,0.4783,R,NO
Occupancy,White-eyedVireo,subcanopy,0.019,0.2226,-0.409,0.0169,0.469,1.0009,1200,-0.3396,0.3748,NE,NO
Occupancy,WillowFlycatcher,subcanopy,-0.0883,0.2119,-0.5212,-0.0823,0.3318,1.0149,1200,-0.46,0.2486,NE,NO
Occupancy,WildTurkey,subcanopy,-0.0889,0.2132,-0.5203,-0.0791,0.3007,1.0068,1116,-0.4426,0.2571,R,NO
Occupancy,WinterWren,subcanopy,-0.0099,0.2119,-0.4147,-0.0077,0.4037,1.0002,1200,-0.3709,0.3326,M,NO
Occupancy,WoodDuck,subcanopy,-0.0057,0.2221,-0.4259,-0.0112,0.4642,1.0001,1320,-0.3665,0.351,M,NO
Occupancy,WoodThrush,subcanopy,0.0486,0.1945,-0.2948,0.0372,0.4735,1.0022,1200,-0.2544,0.4017,NE,NO
Occupancy,Yellow-billedCuckoo,subcanopy,-0.0115,0.2214,-0.4658,-0.0141,0.4215,1.0103,1200,-0.3577,0.3657,NE,NO
Occupancy,YellowWarbler,subcanopy,-0.2363,0.1911,-0.6448,-0.2265,0.0937,1.0028,1200,-0.5579,0.0604,NE,NO
Occupancy,Yellow-throatedVireo,subcanopy,-0.0501,0.2027,-0.4592,-0.0539,0.3456,1.0156,1083,-0.3909,0.2806,NE,NO
Occupancy,Yellow-throatedWarbler,subcanopy,-0.1241,0.2164,-0.5827,-0.1133,0.2813,1.012,1200,-0.4979,0.2159,NE,NO
Occupancy,AcadianFlycatcher,canopy,-0.158,0.162,-0.479,-0.1559,0.1576,1.0029,812,-0.4222,0.1007,NE,NO
Occupancy,AlderFlycatcher,canopy,-0.1485,0.2569,-0.6664,-0.132,0.3206,1.0087,1200,-0.5839,0.2664,NE,NO
Occupancy,AmericanCrow,canopy,0.0381,0.1856,-0.3347,0.0358,0.404,1.0005,1200,-0.2588,0.3502,R,NO
Occupancy,AmericanGoldfinch,canopy,0.051,0.2291,-0.3841,0.052,0.5068,1.0061,1200,-0.3205,0.4307,M,NO
Occupancy,AmericanKestrel,canopy,0.1032,0.2566,-0.3701,0.0884,0.6733,1.0018,1200,-0.2935,0.5522,R,NO
Occupancy,AmericanRedstart,canopy,-0.0599,0.2163,-0.4925,-0.0589,0.3541,1.0015,1200,-0.422,0.2917,NE,NO
Occupancy,AmericanRobin,canopy,-0.0838,0.2169,-0.5082,-0.0807,0.3331,1.0204,1200,-0.4333,0.2633,M,NO
Occupancy,AmericanWoodcock,canopy,-0.0919,0.2434,-0.5819,-0.0893,0.376,1.0022,1200,-0.4972,0.2971,M,NO
Occupancy,BarredOwl,canopy,-0.2994,0.2538,-0.865,-0.279,0.1441,1,1147,-0.7488,0.0856,R,NO
Occupancy,BaldEagle,canopy,-0.0713,0.2517,-0.5786,-0.0697,0.4242,1.0038,1200,-0.4868,0.327,R,NO
Occupancy,BankSwallow,canopy,-0.0407,0.2508,-0.5155,-0.0418,0.4929,1.0026,1070,-0.4385,0.374,NE,NO
Occupancy,BaltimoreOriole,canopy,-0.0883,0.2038,-0.5014,-0.0865,0.3162,1.0022,1200,-0.4347,0.2445,NE,NO
Occupancy,BarnSwallow,canopy,-0.1564,0.2263,-0.6209,-0.1545,0.2806,1.0081,1200,-0.5348,0.1994,NE,NO
Occupancy,Black-cappedChickadee,canopy,-0.1228,0.2258,-0.587,-0.1187,0.3262,1.006,1306,-0.5054,0.2434,R,NO
Occupancy,BeltedKingfisher,canopy,-0.1104,0.2203,-0.5471,-0.105,0.317,1.0077,1200,-0.4779,0.2555,R,NO
Occupancy,Blue-grayGnatcatcher,canopy,0.1333,0.1923,-0.2361,0.1244,0.5107,1.0009,1200,-0.1733,0.4655,M,NO
Occupancy,Brown-headedCowbird,canopy,0.0266,0.1984,-0.3583,0.0299,0.4158,1.0172,1200,-0.3025,0.3552,M,NO
Occupancy,Blue-headedVireo,canopy,-0.0693,0.2561,-0.6124,-0.0581,0.432,1.0052,1532,-0.4963,0.3591,NE,NO
Occupancy,BlueJay,canopy,-0.1116,0.1942,-0.507,-0.1072,0.2713,1.0051,1200,-0.4405,0.2101,M,NO
Occupancy,Bobolink,canopy,-0.0624,0.2616,-0.5938,-0.0623,0.4571,0.9998,1200,-0.475,0.3693,NE,NO
Occupancy,BrownCreeper,canopy,0.2121,0.2252,-0.1918,0.2072,0.6749,1.0061,1200,-0.1321,0.591,M,NO
Occupancy,BrownThrasher,canopy,-0.1963,0.244,-0.7116,-0.1921,0.2447,1.0036,1200,-0.6089,0.184,M,NO
Occupancy,Black-throatedGreenWarbler,canopy,-0.0717,0.251,-0.5746,-0.0735,0.4234,1.0027,1355,-0.501,0.3481,NE,NO
Occupancy,Broad-wingedHawk,canopy,-0.115,0.2523,-0.6274,-0.11,0.3564,1.0009,1200,-0.5484,0.2856,NE,NO
Occupancy,Blue-wingedWarbler,canopy,-0.1614,0.2266,-0.6479,-0.1563,0.2951,1.0069,1200,-0.5484,0.2031,NE,NO
Occupancy,CanadaGoose,canopy,0.129,0.2507,-0.3486,0.1175,0.6385,1.003,782,-0.2603,0.5654,R,NO
Occupancy,CarolinaWren,canopy,-0.0711,0.2108,-0.4964,-0.0746,0.3327,1.0012,1105,-0.4203,0.2743,R,NO
Occupancy,CedarWaxwing,canopy,-0.154,0.193,-0.555,-0.1394,0.2139,0.9995,1200,-0.4929,0.1574,M,NO
Occupancy,CeruleanWarbler,canopy,-0.0704,0.2671,-0.5798,-0.0784,0.4683,0.9996,1100,-0.5056,0.3642,NE,NO
Occupancy,ChippingSparrow,canopy,0.0425,0.1857,-0.3248,0.0387,0.4142,1.0025,1416,-0.2627,0.3541,M,NO
Occupancy,ChimneySwift,canopy,-0.0842,0.1944,-0.4591,-0.0783,0.2773,1.0046,1200,-0.4099,0.2205,NE,NO
Occupancy,CliffSwallow,canopy,-0.202,0.2485,-0.6985,-0.1983,0.2664,1.0035,1200,-0.6186,0.1906,NE,NO
Occupancy,CommonGrackle,canopy,-0.1628,0.2092,-0.5974,-0.1555,0.2374,1.0003,1200,-0.5389,0.1623,M,NO
Occupancy,Cooper'sHawk,canopy,-0.0694,0.2324,-0.5375,-0.073,0.3839,0.9998,1200,-0.4578,0.3108,M,NO
Occupancy,CommonYellowthroat,canopy,-0.4488,0.1911,-0.8437,-0.4439,-0.0829,1.0061,1200,-0.7723,-0.1436,NE,YES
Occupancy,Dark-eyedJunco,canopy,0.192,0.2199,-0.2169,0.1864,0.6408,1.001,1200,-0.1569,0.5645,R,NO
Occupancy,DownyWoodpecker,canopy,-0.1148,0.2345,-0.5936,-0.1116,0.3524,1.0056,1200,-0.5097,0.2598,R,NO
Occupancy,EasternBluebird,canopy,-0.178,0.2063,-0.5769,-0.17,0.218,1.004,1200,-0.5214,0.1663,M,NO
Occupancy,EasternKingbird,canopy,0.0427,0.2202,-0.3737,0.0401,0.4897,1.0008,1200,-0.3106,0.4112,NE,NO
Occupancy,EasternMeadowlark,canopy,0.0549,0.2499,-0.3858,0.0417,0.5953,1.0048,1200,-0.3266,0.4864,M,NO
Occupancy,EasternPhoebe,canopy,0.2521,0.2181,-0.1502,0.2411,0.7134,1.0006,1200,-0.0739,0.6368,M,NO
Occupancy,EasternTowhee,canopy,-0.2227,0.1965,-0.6217,-0.2213,0.1575,1.0025,1078,-0.5604,0.0967,M,NO
Occupancy,EasternWood-Pewee,canopy,0.038,0.2003,-0.345,0.0303,0.4225,1.0117,1200,-0.2718,0.3593,NE,NO
Occupancy,EuropeanStarling,canopy,0.0178,0.1854,-0.3714,0.0181,0.3835,1.0001,1200,-0.2855,0.3217,R,NO
Occupancy,FieldSparrow,canopy,-0.2603,0.2168,-0.7045,-0.2537,0.1526,1.0037,1200,-0.6259,0.0738,M,NO
Occupancy,GreatBlueHeron,canopy,-0.0457,0.2201,-0.4702,-0.0494,0.4079,1.0059,1200,-0.405,0.3298,M,NO
Occupancy,GreatCrestedFlycatcher,canopy,-0.1468,0.232,-0.5891,-0.1432,0.3045,1.01,1114,-0.529,0.2276,NE,NO
Occupancy,GreatHornedOwl,canopy,-0.0926,0.2449,-0.5943,-0.0948,0.3988,1.0081,1200,-0.5056,0.306,R,NO
Occupancy,GrayCatbird,canopy,0.0478,0.1634,-0.2488,0.0498,0.3756,1.0118,1231,-0.2054,0.3067,M,NO
Occupancy,GreenHeron,canopy,0.0087,0.2543,-0.4567,-0.0091,0.5252,1.0055,1338,-0.4004,0.4476,M,NO
Occupancy,HairyWoodpecker,canopy,-0.1746,0.2628,-0.6789,-0.1777,0.3299,1.0052,1516,-0.597,0.248,R,NO
Occupancy,HerringGull,canopy,-0.0845,0.25,-0.5926,-0.0816,0.4259,1.0308,1200,-0.4834,0.3214,R,NO
Occupancy,HermitThrush,canopy,-0.071,0.2496,-0.5382,-0.0695,0.4295,1.0058,1200,-0.4651,0.3345,NE,NO
Occupancy,HouseFinch,canopy,-0.0734,0.2234,-0.5101,-0.0712,0.3815,1.0051,1200,-0.4383,0.272,R,NO
Occupancy,HouseSparrow,canopy,0.1328,0.1837,-0.2271,0.1238,0.5103,1,1200,-0.1643,0.4475,R,NO
Occupancy,HoodedWarbler,canopy,0.1317,0.1798,-0.2143,0.1233,0.5096,1.0004,1200,-0.1545,0.4394,NE,NO
Occupancy,HouseWren,canopy,-0.0816,0.1581,-0.3923,-0.0782,0.234,1.0074,1200,-0.3486,0.176,M,NO
Occupancy,IndigoBunting,canopy,-0.0933,0.15,-0.3903,-0.0941,0.1945,1.0089,1200,-0.3398,0.1462,NE,NO
Occupancy,Killdeer,canopy,0.261,0.2342,-0.1633,0.2465,0.7737,1.0009,1200,-0.1037,0.6466,M,NO
Occupancy,LouisianaWaterthrush,canopy,-0.1056,0.2106,-0.5101,-0.1007,0.3157,1.0034,1200,-0.4552,0.2392,NE,NO
